HAddress,HAttractions,HGFW,HImages,HLanguage,HName,HPMax,HPMin,HPRange,HQuestions,HRImages,HRNumber,HRank,HRankreview,HRating,HRestaurants,HReview,HRoom,HStyles,HVideos,URL
"2a Du_ng Nguy_n Chi Thanh,  Vietnam",25,91,,"English, Vietnamese",Thao Nguyen Hostel,$15 ,$13 ,"$13, - ,$15","Which popular attractions are close to Thao Nguyen Hostel?, ,What are some of the property amenities at Thao Nguyen Hostel?, ,Is parking available at Thao Nguyen Hostel?, ,What are some restaurants close to Thao Nguyen Hostel?, ,Does Thao Nguyen Hostel have airport transportation?, ,Is Thao Nguyen Hostel located near the city center?, ,Which languages are spoken by the staff at Thao Nguyen Hostel?, ",,,,,,145,,,,,https://www.tripadvisor.com/Hotel_Review-g293922-d13145278-Reviews-Thao_Nguyen_Hostel-Da_Lat_Lam_Dong_Province.html
"221 Duong Hai Ba Trung,  Vietnam",4,70,,,An Khai Minh Guest House,$34 ,$13 ,"$13, - ,$34","Which popular attractions are close to An Khai Minh Guest House?, ,What are some restaurants close to An Khai Minh Guest House?, ,Is An Khai Minh Guest House located near the city center?, ",,,,,,22,,,,,https://www.tripadvisor.com/Hotel_Review-g293922-d19454043-Reviews-An_Khai_Minh_Guest_House-Da_Lat_Lam_Dong_Province.html
"Number 10 Cu Xa Buu Dien Bui Thi Xuan,  Vietnam",2,70,,,Trang Anh Homestay,$46 ,$16 ,"$16, - ,$46","Which popular attractions are close to Trang Anh Homestay?, ,What are some restaurants close to Trang Anh Homestay?, ,Is Trang Anh Homestay located near the city center?, ",,,,,,18,,,,,https://www.tripadvisor.com/Hotel_Review-g293922-d13978731-Reviews-Trang_Anh_Homestay-Da_Lat_Lam_Dong_Province.html
"52 Duong Pham Hong Thai,  Vietnam",91,39,,,Homestay Thien Kim,$35 ,$13 ,"$13, - ,$35","Which popular attractions are close to Homestay Thien Kim?, ,What are some restaurants close to Homestay Thien Kim?, ",,,,,,511,,,,,https://www.tripadvisor.com/Hotel_Review-g293922-d18452624-Reviews-Homestay_Thien_Kim-Da_Lat_Lam_Dong_Province.html
"52A Hung Vuong Phuong 9,  Vietnam",13,70,,,Hanah's House ,$13 ,$13 ,"$13, - ,$13","Which popular attractions are close to Hanah's House ?, ,What are some of the property amenities at Hanah's House ?, ,What food & drink options are available at Hanah's House ?, ,What are some restaurants close to Hanah's House ?, ",,,,,,55,,,,,https://www.tripadvisor.com/Hotel_Review-g293922-d17693954-Reviews-Hanah_s_House_Da_Lat-Da_Lat_Lam_Dong_Province.html
"207/6 Mai Anh Dao,  670000 Vietnam",91,40,,,M&G Homestay,$22 ,$13 ,"$13, - ,$22","Which popular attractions are close to M&G Homestay?, ,What are some restaurants close to M&G Homestay?, ",,,,,30,511,,,,,https://www.tripadvisor.com/Hotel_Review-g293922-d16730239-Reviews-M_G_Homestay-Da_Lat_Lam_Dong_Province.html
"32 Trieu Viet Vuong,  Vietnam",25,89,,,Anh Khang homestay,$15 ,$13 ,"$13, - ,$15","Which popular attractions are close to Anh Khang homestay?, ,What are some restaurants close to Anh Khang homestay?, ,Is Anh Khang homestay located near the city center?, ",,,,,,147,,,,,https://www.tripadvisor.com/Hotel_Review-g293922-d15097524-Reviews-Anh_Khang_homestay-Da_Lat_Lam_Dong_Province.html
"10 Dao Duy Tu Street,  Vietnam",3,76,,"English, Vietnamese",Hana House Dao Duy Tu,$17 ,$17 ,"$17, - ,$17","Which popular attractions are close to Hana House Dao Duy Tu?, ,What are some of the property amenities at Hana House Dao Duy Tu?, ,What food & drink options are available at Hana House Dao Duy Tu?, ,Is parking available at Hana House Dao Duy Tu?, ,What are some restaurants close to Hana House Dao Duy Tu?, ,Is Hana House Dao Duy Tu located near the city center?, ,Are any cleaning services offered at Hana House Dao Duy Tu?, ,Which languages are spoken by the staff at Hana House Dao Duy Tu?, ",,,,,,27,,,,,https://www.tripadvisor.com/Hotel_Review-g293922-d12487188-Reviews-Hana_House_Dao_Duy_Tu-Da_Lat_Lam_Dong_Province.html
"Lo 6 - 15 Phan Nhu Thach, Phuong 1,  84633 Vietnam",26,88,,,Vu Hoang Hotel,$19 ,$13 ,"$13, - ,$19","Which popular attractions are close to Vu Hoang Hotel?, ,What are some of the property amenities at Vu Hoang Hotel?, ,Is parking available at Vu Hoang Hotel?, ,What are some restaurants close to Vu Hoang Hotel?, ,Does Vu Hoang Hotel have airport transportation?, ,Is Vu Hoang Hotel located near the city center?, ",,,,,,136,,,,,https://www.tripadvisor.com/Hotel_Review-g293922-d11883828-Reviews-Vu_Hoang_Hotel-Da_Lat_Lam_Dong_Province.html
"45 Hoang Hoa Tham, Phuong 10,  Vietnam",5,45,,, Nho,$17 ,$13 ,"$13, - ,$17","Which popular attractions are close to  Nho?, ,What are some restaurants close to  Nho?, ",,,,,,11,,,,,https://www.tripadvisor.com/Hotel_Review-g293922-d17640986-Reviews-Da_Lat_Nho-Da_Lat_Lam_Dong_Province.html
"Lo So 24 Khu Quy Hoach Tran Le Phuong 4,  Vietnam",3,77,,,Start Up,$13 ,$13 ,"$13, - ,$13","Which popular attractions are close to Start Up?, ,What are some restaurants close to Start Up?, ,Is Start Up located near the city center?, ",,,,,,31,,,,,https://www.tripadvisor.com/Hotel_Review-g293922-d20147350-Reviews-Start_Up-Da_Lat_Lam_Dong_Province.html
"40/1 Khe Sanh Opposite Thien Vuong Co Sat Pagoda,  Vietnam",10,59,,Vietnamese, Hotel Container,$15 ,$13 ,"$13, - ,$15","Which popular attractions are close to  Hotel Container?, ,What are some of the property amenities at  Hotel Container?, ,What food & drink options are available at  Hotel Container?, ,What are some restaurants close to  Hotel Container?, ",,,,,,48,,,,,https://www.tripadvisor.com/Hotel_Review-g293922-d12731363-Reviews-Da_Lat_Hotel_Container-Da_Lat_Lam_Dong_Province.html
"49/1 Nguyen Dinh Chieu Hem 9 Nguyen Dinh Chieu,  Vietnam",9,58,,,Lambro Home,$18 ,$13 ,"$13, - ,$18","Which popular attractions are close to Lambro Home?, ,What are some restaurants close to Lambro Home?, ",,,,,,42,,,,,https://www.tripadvisor.com/Hotel_Review-g293922-d17693103-Reviews-Lambro_Home-Da_Lat_Lam_Dong_Province.html
,,,,, Cau Chu Nho Homestay,$13 ,$13 ,"$13, - ,$13",,,,,,,,,3,,,https://www.tripadvisor.com/Hotel_Review-g293922-d19812794-Reviews-Da_Lat_Cau_Chu_Nho_Homestay-Da_Lat_Lam_Dong_Province.html
"So 10 Duong 3/2,  Vietnam",7,84,,,Khach San Hoang Khoi,$77 ,$15 ,"$15, - ,$77","Which popular attractions are close to Khach San Hoang Khoi?, ,What are some of the property amenities at Khach San Hoang Khoi?, ,What food & drink options are available at Khach San Hoang Khoi?, ,What are some restaurants close to Khach San Hoang Khoi?, ,Is Khach San Hoang Khoi located near the city center?, ",,,,,,50,,,,,https://www.tripadvisor.com/Hotel_Review-g293922-d17588953-Reviews-Khach_San_Hoang_Khoi-Da_Lat_Lam_Dong_Province.html
"427/6 Phan Dinh Phung Phuong 2,  66109 Vietnam",5,80,8,"English, Vietnamese",Mat Troi Vang Hotel,$26 ,$10 ,"$10, - ,$26","Which popular attractions are close to Mat Troi Vang Hotel?, ,What are some of the property amenities at Mat Troi Vang Hotel?, ,Which room amenities are available at Mat Troi Vang Hotel?, ,Is parking available at Mat Troi Vang Hotel?, ,What are some restaurants close to Mat Troi Vang Hotel?, ,Does Mat Troi Vang Hotel have airport transportation?, ,Is Mat Troi Vang Hotel located near the city center?, ,Which languages are spoken by the staff at Mat Troi Vang Hotel?, ,Are there any historical sites close to Mat Troi Vang Hotel?, ",8,,,,,31,,12,,5,https://www.tripadvisor.com/Hotel_Review-g293922-d20854350-Reviews-Mat_Troi_Vang_Hotel-Da_Lat_Lam_Dong_Province.html
"Tran Le 116 Lo 11,  Vietnam",26,90,,,Bin Boong Hostel,$13 ,$13 ,"$13, - ,$13","Which popular attractions are close to Bin Boong Hostel?, ,What are some restaurants close to Bin Boong Hostel?, ,Is Bin Boong Hostel located near the city center?, ",,,,,30,124,,,,,https://www.tripadvisor.com/Hotel_Review-g293922-d15275475-Reviews-Bin_Boong_Hostel-Da_Lat_Lam_Dong_Province.html
"2/2 Nguyen Trai, Phuong 9,  670000 Vietnam",5,79,,,Mau Hostel Studio,$65 ,$13 ,"$13, - ,$65","Which popular attractions are close to Mau Hostel Studio?, ,What are some restaurants close to Mau Hostel Studio?, ",,,,,,27,,,,,https://www.tripadvisor.com/Hotel_Review-g293922-d17666883-Reviews-Mau_Hostel_Studio-Da_Lat_Lam_Dong_Province.html
"9 Tuong Pho, Ward 9,  Vietnam",13,64,,,Ngan Hoa - Mille Fleurs 02,$22 ,$13 ,"$13, - ,$22","Which popular attractions are close to Ngan Hoa - Mille Fleurs 02?, ,What are some restaurants close to Ngan Hoa - Mille Fleurs 02?, ",,,,,,48,,,,,https://www.tripadvisor.com/Hotel_Review-g293922-d20365857-Reviews-Ngan_Hoa_Mille_Fleurs_02-Da_Lat_Lam_Dong_Province.html
"F13 Mac Dinh Chi Phuong 4,  Vietnam",25,91,,,Thao Nguyen,$17 ,$13 ,"$13, - ,$17","Which popular attractions are close to Thao Nguyen?, ,What are some restaurants close to Thao Nguyen?, ,Is Thao Nguyen located near the city center?, ",,,,,,143,,,,,https://www.tripadvisor.com/Hotel_Review-g293922-d13810137-Reviews-Thao_Nguyen-Da_Lat_Lam_Dong_Province.html
"34 Luong The Vinh,  Vietnam",16,87,,,Grey House,$17 ,$13 ,"$13, - ,$17","Which popular attractions are close to Grey House?, ,What are some restaurants close to Grey House?, ,Is Grey House located near the city center?, ",,,,,,87,,,,,https://www.tripadvisor.com/Hotel_Review-g293922-d18270917-Reviews-Grey_House-Da_Lat_Lam_Dong_Province.html
"14 Duong Tran Khanh Du Phuong 8,  Vietnam",2,52,,,Huna Villa,$21 ,$13 ,"$13, - ,$21","Which popular attractions are close to Huna Villa?, ,What are some restaurants close to Huna Villa?, ",,,,,,41,,,,,https://www.tripadvisor.com/Hotel_Review-g293922-d20043750-Reviews-Huna_Villa-Da_Lat_Lam_Dong_Province.html
"65 Nguyen Van Troi,  Vietnam",15,90,,"English, Vietnamese",Khach San A Dong,$16 ,$13 ,"$13, - ,$16","Which popular attractions are close to Khach San A Dong?, ,What are some of the property amenities at Khach San A Dong?, ,What food & drink options are available at Khach San A Dong?, ,Is parking available at Khach San A Dong?, ,What are some restaurants close to Khach San A Dong?, ,Is Khach San A Dong located near the city center?, ,Are pets allowed at Khach San A Dong?, ,Which languages are spoken by the staff at Khach San A Dong?, ",,,,,,89,,,,,https://www.tripadvisor.com/Hotel_Review-g293922-d12949742-Reviews-Khach_San_A_Dong-Da_Lat_Lam_Dong_Province.html
"109/7 Ngo Thi Sy, Phuong 4,  66100 Vietnam",4,67,15,,Elysian Homestay Da L?t,$22 ,$13 ,"$13, - ,$22","Which popular attractions are close to Elysian Homestay Da L?t?, ,What are some of the property amenities at Elysian Homestay Da L?t?, ,Which room amenities are available at Elysian Homestay Da L?t?, ,What food & drink options are available at Elysian Homestay Da L?t?, ,Is parking available at Elysian Homestay Da L?t?, ,What are some restaurants close to Elysian Homestay Da L?t?, ,Are pets allowed at Elysian Homestay Da L?t?, ",3,,,,,17,,12,,3,https://www.tripadvisor.com/Hotel_Review-g293922-d20595871-Reviews-Elysian_Homestay_Da_L_t-Da_Lat_Lam_Dong_Province.html
"15 Nha Chung Phuong 3,,  Vietnam",35,77,,,Khach San Duy Huy,$19 ,$13 ,"$13, - ,$19","Which popular attractions are close to Khach San Duy Huy?, ,What are some restaurants close to Khach San Duy Huy?, ,Is Khach San Duy Huy located near the city center?, ",,,,,,240,,,,,https://www.tripadvisor.com/Hotel_Review-g293922-d17601460-Reviews-Khach_San_Duy_Huy-Da_Lat_Lam_Dong_Province.html
"42, Kim Dong,  66000 Vietnam",9,59,,,OYO 671 Ez's House Hotel,$46 ,$13 ,"$13, - ,$46","Which popular attractions are close to OYO 671 Ez's House Hotel?, ,What are some restaurants close to OYO 671 Ez's House Hotel?, ,Is OYO 671 Ez's House Hotel located near the city center?, ",,,,,,57,,9,,,https://www.tripadvisor.com/Hotel_Review-g293922-d20311242-Reviews-OYO_671_Ez_s_House_Hotel-Da_Lat_Lam_Dong_Province.html
,,,,,Phuc  Hotel,$15 ,$13 ,"$13, - ,$15",,,,,,,,,,,,https://www.tripadvisor.com/Hotel_Review-g293922-d19990588-Reviews-Phuc_Da_Lat_Hotel-Da_Lat_Lam_Dong_Province.html
"Suong Nguyet Anh 21,  Vietnam",9,64,,,The Light,$34 ,$17 ,"$17, - ,$34","Which popular attractions are close to The Light?, ,What are some restaurants close to The Light?, ",,,,,,57,,,,,https://www.tripadvisor.com/Hotel_Review-g293922-d17574539-Reviews-The_Light-Da_Lat_Lam_Dong_Province.html
"256 Bui Thi Xuan,  Vietnam",5,77,,"English, Danish, German, Norwegian",Thuy Duong Guesthouse,$13 ,$13 ,"$13, - ,$13","Which popular attractions are close to Thuy Duong Guesthouse?, ,What are some restaurants close to Thuy Duong Guesthouse?, ,Is Thuy Duong Guesthouse located near the city center?, ,Which languages are spoken by the staff at Thuy Duong Guesthouse?, ",,,,,,28,,,,,https://www.tripadvisor.com/Hotel_Review-g293922-d9746046-Reviews-Thuy_Duong_Guesthouse-Da_Lat_Lam_Dong_Province.html
"15 Vo Thi Sau, Ward 2,  Vietnam",6,85,,,Uyen Guesthouse,$15 ,$13 ,"$13, - ,$15","Which popular attractions are close to Uyen Guesthouse?, ,What are some restaurants close to Uyen Guesthouse?, ,Is Uyen Guesthouse located near the city center?, ",,,,,,65,,,,,https://www.tripadvisor.com/Hotel_Review-g293922-d15362391-Reviews-Uyen_Guesthouse-Da_Lat_Lam_Dong_Province.html
,,,,,DQC Hotel,$13 ,$13 ,"$13, - ,$13",,,,,,,,,,,,https://www.tripadvisor.com/Hotel_Review-g293922-d20878946-Reviews-DQC_Hotel-Da_Lat_Lam_Dong_Province.html
"8A/4 Nam Ky Khoi Nghia,  Vietnam",22,91,,,Phat Dat Hotel,$37 ,$17 ,"$17, - ,$37","Which popular attractions are close to Phat Dat Hotel?, ,What are some restaurants close to Phat Dat Hotel?, ,Is Phat Dat Hotel located near the city center?, ",,,,,,132,,,,,https://www.tripadvisor.com/Hotel_Review-g293922-d20092699-Reviews-Phat_Dat_Hotel-Da_Lat_Lam_Dong_Province.html
"106C Dong Tinh,  Vietnam",3,44,,,Villa Mini Dieu Thanh,$13 ,$13 ,"$13, - ,$13","Which popular attractions are close to Villa Mini Dieu Thanh?, ,What are some restaurants close to Villa Mini Dieu Thanh?, ",,,,,,19,,,,,https://www.tripadvisor.com/Hotel_Review-g293922-d15208894-Reviews-Villa_Mini_Dieu_Thanh-Da_Lat_Lam_Dong_Province.html
"242 Quoc Lo 20,  Vietnam",,,,,Ngoc Lan Hotel and Coffee,$18 ,$12 ,"$12, - ,$18","Which popular attractions are close to Ngoc Lan Hotel and Coffee?, ,What are some restaurants close to Ngoc Lan Hotel and Coffee?, ",,,,,,,,,,,https://www.tripadvisor.com/Hotel_Review-g293922-d17547065-Reviews-Ngoc_Lan_Hotel_and_Coffee-Da_Lat_Lam_Dong_Province.html
"47 Ha Huy Tap Ward 3,  670000 Vietnam",23,71,,,Thuy Hien Hotel,$15 ,$13 ,"$13, - ,$15","Which popular attractions are close to Thuy Hien Hotel?, ,Is parking available at Thuy Hien Hotel?, ,What are some restaurants close to Thuy Hien Hotel?, ,Is Thuy Hien Hotel located near the city center?, ",,,,,,168,,11,,,https://www.tripadvisor.com/Hotel_Review-g293922-d14000862-Reviews-Thuy_Hien_Hotel-Da_Lat_Lam_Dong_Province.html
"47 Thanh Tam Phuong 5,  Vietnam",9,57,,,Sol House Dalat,$108 ,$13 ,"$13, - ,$108","Which popular attractions are close to Sol House Dalat?, ,What are some of the property amenities at Sol House Dalat?, ,What food & drink options are available at Sol House Dalat?, ,Is parking available at Sol House Dalat?, ,What are some restaurants close to Sol House Dalat?, ",,,,,20,48,,,,,https://www.tripadvisor.com/Hotel_Review-g293922-d13423940-Reviews-Sol_House_Dalat-Da_Lat_Lam_Dong_Province.html
"1/3 Tran Quy Cap Phuong 9, Thanh Pho , 1/3 Tran Quy Cap Phuong 9, Thanh Pho , Lam Dong,  Vietnam",10,62,,,Dang Nguyen,$19 ,$13 ,"$13, - ,$19","Which popular attractions are close to Dang Nguyen?, ,What are some restaurants close to Dang Nguyen?, ",,,,,,42,,,,,https://www.tripadvisor.com/Hotel_Review-g293922-d17649926-Reviews-Dang_Nguyen-Da_Lat_Lam_Dong_Province.html
"319 Phan Dinh Phung,  Vietnam",5,81,,"English, Chinese, Vietnamese",Len Hostel,$16 ,$13 ,"$13, - ,$16","Which popular attractions are close to Len Hostel?, ,What are some of the property amenities at Len Hostel?, ,Is parking available at Len Hostel?, ,What are some restaurants close to Len Hostel?, ,Is Len Hostel located near the city center?, ,Which languages are spoken by the staff at Len Hostel?, ",,,,,,36,,,,,https://www.tripadvisor.com/Hotel_Review-g293922-d13372597-Reviews-Len_Hostel-Da_Lat_Lam_Dong_Province.html
"Hem 11 Khe Sanh Phuong 10,  670000 Vietnam",12,69,,,Vallee D'Amour,$23 ,$13 ,"$13, - ,$23","Which popular attractions are close to Vallee D'Amour?, ,What are some restaurants close to Vallee D'Amour?, ",,,,,,54,,,,,https://www.tripadvisor.com/Hotel_Review-g293922-d19141287-Reviews-Vallee_D_Amour-Da_Lat_Lam_Dong_Province.html
"1/19 Dao Duy Tu Ward 4,  670000 Vietnam",4,79,,,RedDoorz Near Nha Tho Con Ga,$27 ,$13 ,"$13, - ,$27","Which popular attractions are close to RedDoorz Near Nha Tho Con Ga?, ,What are some of the property amenities at RedDoorz Near Nha Tho Con Ga?, ,Is parking available at RedDoorz Near Nha Tho Con Ga?, ,What are some restaurants close to RedDoorz Near Nha Tho Con Ga?, ,Is RedDoorz Near Nha Tho Con Ga located near the city center?, ,Are there any historical sites close to RedDoorz Near Nha Tho Con Ga?, ",,,,,20,30,,17,,,https://www.tripadvisor.com/Hotel_Review-g293922-d13395643-Reviews-RedDoorz_Near_Nha_Tho_Con_Ga-Da_Lat_Lam_Dong_Province.html
"1/4 Yersin Phuong 10,  66117 Vietnam",2,72,,,Roha Hotel Dalat,$43 ,$13 ,"$13, - ,$43","Which popular attractions are close to Roha Hotel Dalat?, ,What are some restaurants close to Roha Hotel Dalat?, ,Is Roha Hotel Dalat located near the city center?, ",,,,,,18,,,,,https://www.tripadvisor.com/Hotel_Review-g293922-d20373947-Reviews-Roha_Hotel_Dalat-Da_Lat_Lam_Dong_Province.html
"35 Ngo Quyen,  Vietnam",12,65,,,Khach San Hoang Tuan,$14 ,$13 ,"$13, - ,$14","Which popular attractions are close to Khach San Hoang Tuan?, ,What are some restaurants close to Khach San Hoang Tuan?, ,Is Khach San Hoang Tuan located near the city center?, ",,,,,,82,,,,,https://www.tripadvisor.com/Hotel_Review-g293922-d17739620-Reviews-Khach_San_Hoang_Tuan-Da_Lat_Lam_Dong_Province.html
"33 Nguyen Chi Thanh, Ward 1,  66000 Vietnam",15,91,46,,Khanh Hong Hotel,$55 ,$15 ,"$15, - ,$55","Which popular attractions are close to Khanh Hong Hotel?, ,What are some restaurants close to Khanh Hong Hotel?, ,Is Khanh Hong Hotel located near the city center?, ",27,,,,30,108,,,,27,https://www.tripadvisor.com/Hotel_Review-g293922-d16737144-Reviews-Khanh_Hong_Hotel-Da_Lat_Lam_Dong_Province.html
"H_m 31 H_i Thu_ng,  0263 Vietnam",21,68,,,Khach San Trung Nhan,$29 ,$13 ,"$13, - ,$29","Which popular attractions are close to Khach San Trung Nhan?, ,What are some of the property amenities at Khach San Trung Nhan?, ,Is parking available at Khach San Trung Nhan?, ,What are some restaurants close to Khach San Trung Nhan?, ,Does Khach San Trung Nhan have airport transportation?, ,Is Khach San Trung Nhan located near the city center?, ,Are pets allowed at Khach San Trung Nhan?, ",,,,,,129,,,,,https://www.tripadvisor.com/Hotel_Review-g293922-d17546218-Reviews-Khach_San_Trung_Nhan-Da_Lat_Lam_Dong_Province.html
"46 Nguyen Cong Tru,  Vietnam",2,66,,,Hotel Thach Tien,$13 ,$13 ,"$13, - ,$13","Which popular attractions are close to Hotel Thach Tien?, ,What are some restaurants close to Hotel Thach Tien?, ,Is Hotel Thach Tien located near the city center?, ",,,,,,17,,,,,https://www.tripadvisor.com/Hotel_Review-g293922-d20862874-Reviews-Hotel_Thach_Tien-Da_Lat_Lam_Dong_Province.html
